Date,Mean_Wind_Speed,Wind_Direction,Average_Humidity,Average_Temperature,Minimum_Temperature,MaximumTemperature,Structure_Length,Latitude,Longitude,BridgeAge,AverageDailyTraffic,TotalPrecipitation,Mean_TOW,Mean_PH,Mean_Cl-,Mean_Annual_Corrosion_Rate
10/24/2026,5.133909,172.0215,46.08073,16.21907,-12.49667,44.9348,1000,34.76984,-84.03099,26,6366,389.4383,75,5.37,7.68,192.16
10/25/2026,17.20419,190.9071,60.55979,13.53569,-19.02263,46.09401,1000,34.76984,-84.03099,26,6366,407.4659,82,9.64,180.8,213.45
10/26/2026,15.24727,270.8026,61.1386,13.41022,-19.20424,46.02467,1000,34.76984,-84.03099,26,8219,550.6155,3,2,93.92,163.01
10/27/2026,11.62908,14.40149,42.52802,9.174777,-16.76771,35.11726,1000,34.76984,-84.03099,26,8219,89.64848,38,7.93,92.04,12.53
10/28/2026,4.393415,60.85769,65.23344,8.060482,-17.86539,33.98636,1000,34.76984,-84.03099,26,8219,240.3065,51,6.77,59.85,68.32
10/29/2026,19.83138,227.5583,39.40855,13.84452,-14.48507,42.1741,1000,34.76984,-84.03099,26,2034,563.1481,84,1.8,53.27,261.84
10/30/2026,11.25563,109.6095,38.44165,15.337,-19.3139,49.9879,1000,34.76984,-84.03099,26,2034,561.3602,76,5.37,105.1,172.95
10/31/2026,10.96036,193.3386,52.69094,11.31772,-16.01564,38.65107,1000,34.76984,-84.03099,26,9543,774.6359,49,5.27,56.77,477.16
11/1/2026,14.53361,10.65429,57.20166,15.79148,-12.39771,43.98068,1000,34.76984,-84.03099,26,9543,812.8451,43,8.1,96.45,160.27
11/2/2026,7.563201,293.2587,50.70708,15.24601,-18.55865,49.05067,1000,34.76984,-84.03099,26,2180,235.2701,71,9.39,188.94,132.23
11/3/2026,1.15483,116.3699,30.41534,14.59191,-19.75432,48.93813,1000,34.76984,-84.03099,26,2180,567.1946,15,2.74,30.18,367.38
11/4/2026,8.523856,93.578,66.50242,9.119514,-19.47151,37.71054,1000,34.76984,-84.03099,26,2180,536.8264,10,4.92,196.67,237.6
11/5/2026,15.19027,329.1986,54.13224,13.20635,-11.31224,37.72494,1000,34.76984,-84.03099,26,7619,476.495,79,4.95,198.67,7.33
11/6/2026,13.07961,152.5758,42.67784,13.92337,-9.952432,37.79918,1000,34.76984,-84.03099,26,7619,325.418,39,2.25,124.78,40.47
11/7/2026,13.08322,171.2244,56.87981,12.06202,-18.10923,42.23326,1000,34.76984,-84.03099,26,5563,490.0986,24,1.03,34.1,11.06
11/8/2026,11.6924,197.5047,25.45073,14.18167,-18.94664,47.30998,1000,34.76984,-84.03099,26,5563,291.4204,78,9.8,5.59,302.97
11/9/2026,13.23144,270.0698,50.30292,13.67436,-17.77758,45.12629,1000,34.76984,-84.03099,26,7440,491.7676,9,3.44,84.47,482.66
11/10/2026,5.040316,175.2559,73.28844,15.73314,-14.45658,45.92285,1000,34.76984,-84.03099,26,7440,436.491,39,3.42,136.6,19.48
11/11/2026,19.29187,302.1566,61.73414,11.06393,-19.29335,41.42122,1000,34.76984,-84.03099,26,7440,577.881,36,6.33,129.71,435.01
11/12/2026,19.42337,97.55909,37.59779,17.93318,-10.90539,46.77175,1000,34.76984,-84.03099,26,4732,753.7942,28,4.81,33.27,371.08
11/13/2026,15.1407,273.0125,40.35087,12.75957,-14.81453,40.33367,1000,34.76984,-84.03099,26,4732,689.8973,10,7.54,192.06,249.25
11/14/2026,1.029043,303.1223,76.53754,14.96935,-16.5952,46.5339,1000,34.76984,-84.03099,26,7285,797.3892,25,5.38,5.04,375.58
11/15/2026,1.750433,123.6537,57.11541,10.08372,-14.32175,34.48919,1000,34.76984,-84.03099,26,7285,392.4445,29,1.1,165.28,448.06
11/16/2026,17.00322,113.1179,31.10681,11.34199,-19.17588,41.85986,1000,34.76984,-84.03099,26,8327,971.753,48,3.46,61.17,218.6
11/17/2026,7.640885,145.6507,51.53891,14.87298,-19.89157,49.63753,1000,34.76984,-84.03099,26,8327,492.5125,66,5.34,51.95,307.98
11/18/2026,7.752685,182.1913,33.35658,17.09329,-12.95616,47.14274,1000,34.76984,-84.03099,26,8327,149.4192,21,9.58,0.98,232.45
11/19/2026,12.0404,5.8143,61.43336,14.57477,-18.48485,47.63439,1000,34.76984,-84.03099,26,9119,607.6473,44,3.13,138.48,430.17
11/20/2026,18.69895,109.7959,45.50064,16.56725,-15.91748,49.05198,1000,34.76984,-84.03099,26,9119,473.2126,83,0.3,10.76,51.18
11/21/2026,16.76126,31.79495,53.14557,13.06476,-17.64097,43.77049,1000,34.76984,-84.03099,26,9920,530.135,27,0.05,76.69,185.85
11/22/2026,1.327093,146.8804,63.44638,15.21507,-16.37792,46.80806,1000,34.76984,-84.03099,26,9920,478.4936,34,4.55,116.03,83.62
11/23/2026,6.261338,142.6367,28.01069,10.23232,-17.4247,37.88935,1000,34.76984,-84.03099,26,1253,641.6166,49,9.03,23.64,466.95
11/24/2026,19.34648,277.5446,60.56646,14.4873,-9.634858,38.60946,1000,34.76984,-84.03099,26,1253,535.9739,49,3.9,50.46,475.18
11/25/2026,11.73493,291.5899,50.43417,6.972242,-16.17944,30.12392,1000,34.76984,-84.03099,26,1253,211.3597,22,1.48,150.03,493.8
11/26/2026,6.963166,191.1127,54.23819,15.08175,-16.515,46.67851,1000,34.76984,-84.03099,26,9477,632.1451,78,5.87,100.65,405.37
11/27/2026,12.28555,346.9916,33.5204,15.6995,-18.49064,49.88964,1000,34.76984,-84.03099,26,9477,653.2998,6,3.8,45.98,69.47
11/28/2026,10.98136,341.7064,49.68961,15.29877,-16.93577,47.53331,1000,34.76984,-84.03099,26,9563,306.7175,99,7.07,7.77,333.67
11/29/2026,5.685562,225.2759,51.77799,9.491024,-18.52045,37.5025,1000,34.76984,-84.03099,26,9563,326.0852,43,8.16,35.02,58.39
11/30/2026,2.81302,359.7489,29.37652,16.02779,-17.93308,49.98866,1000,34.76984,-84.03099,26,8608,722.0222,34,7.5,28.84,53.5
12/1/2026,17.04135,7.417016,51.53672,14.91062,-19.73539,49.55663,1000,34.76984,-84.03099,26,8608,632.7479,58,9.83,147.15,381.79
12/2/2026,6.267804,45.25488,54.80344,14.41184,-19.83775,48.66143,1000,34.76984,-84.03099,26,8902,885.307,24,8.34,25.94,6.81
12/3/2026,16.94583,260.8777,65.83208,14.65556,-19.36231,48.67342,1000,34.76984,-84.03099,26,8902,661.623,37,8.38,169.93,483.53
12/4/2026,10.70088,293.8618,18.76431,10.7141,-15.79007,37.21828,1000,34.76984,-84.03099,26,8902,533.4457,4,2.51,175.35,197.92
12/5/2026,7.831506,206.8949,76.17408,14.99057,-19.03973,49.02087,1000,34.76984,-84.03099,26,2958,197.0938,20,3.42,166.04,358.15
12/6/2026,18.95733,335.3516,54.65628,13.17899,-12.1116,38.46957,1000,34.76984,-84.03099,26,2958,820.4226,11,3.08,81.83,383.84
12/7/2026,2.940354,198.1771,30.32084,14.79613,-19.5598,49.15207,1000,34.76984,-84.03099,26,1974,531.2986,17,4.78,126.76,66.09
12/8/2026,9.778022,341.2528,39.01717,12.01947,-19.93085,43.9698,1000,34.76984,-84.03099,26,1974,529.7687,19,5.99,77.99,74.69
12/9/2026,10.15578,197.3535,55.07095,19.18116,-11.63753,49.99984,1000,34.76984,-84.03099,26,6022,162.6558,95,5.84,199,123.76
12/10/2026,4.732616,61.69557,35.14132,10.55166,-17.06458,38.16791,1000,34.76984,-84.03099,26,6022,495.9546,96,7.84,176.68,494.29
12/11/2026,6.126141,8.951068,61.33849,15.24513,-18.7352,49.22546,1000,34.76984,-84.03099,26,6022,621.875,38,6.67,33.98,66.83
12/12/2026,18.85409,41.85958,52.4967,16.29144,-14.37586,46.95874,1000,34.76984,-84.03099,26,8201,278.0384,87,7.15,66.17,124.16
12/13/2026,1.324878,163.3684,32.09422,11.72511,-19.41774,42.86797,1000,34.76984,-84.03099,26,8201,661.9584,60,2.83,197.43,124.29
12/14/2026,11.97732,271.2405,61.34503,15.12764,-19.27562,49.53091,1000,34.76984,-84.03099,26,2950,353.2159,24,5.62,135.89,118.3
12/15/2026,11.60924,57.55257,25.46281,16.76239,-9.301663,42.82644,1000,34.76984,-84.03099,26,2950,690.4235,93,6.44,40.68,498.03
12/16/2026,18.65332,114.5022,37.52034,13.00591,-17.39992,43.41174,1000,34.76984,-84.03099,26,8585,499.5318,77,8.71,183.55,93.78
12/17/2026,4.597166,132.887,44.68904,10.99085,-19.70473,41.68644,1000,34.76984,-84.03099,26,8585,836.9733,31,5.27,153.48,362.54
12/18/2026,10.95752,104.9387,43.32184,13.27518,-19.67002,46.22039,1000,34.76984,-84.03099,26,8585,422.7731,31,7.75,166.71,153.48
12/19/2026,18.57339,260.9122,49.79761,12.8491,-19.4675,45.16571,1000,34.76984,-84.03099,26,6681,384.9922,87,9.54,8.99,397.93
12/20/2026,7.210993,213.885,52.6854,10.83282,-18.56146,40.2271,1000,34.76984,-84.03099,26,6681,749.4422,55,7.05,120.83,236.41
12/21/2026,5.538674,42.35697,63.6302,16.87979,-15.91805,49.67762,1000,34.76984,-84.03099,26,9569,661.6088,73,9.57,2.66,434.51
12/22/2026,11.12092,339.8462,21.92164,14.66093,-19.83724,49.15911,1000,34.76984,-84.03099,26,9569,364.146,84,7.68,72.4,124.91
12/23/2026,6.398941,200.6684,70.86153,13.73176,-18.98518,46.44869,1000,34.76984,-84.03099,26,1327,886.353,36,7.66,171.38,223.46
12/24/2026,0.4767942,0.909462,65.58993,11.03172,-16.28737,38.35081,1000,34.76984,-84.03099,26,1327,428.0885,86,1.99,136.55,356.48
12/25/2026,3.419189,176.2534,59.98137,8.049188,-19.11775,35.21612,1000,34.76984,-84.03099,26,1327,357.1553,79,2.59,129.09,386.84
12/26/2026,15.47354,308.6854,44.38475,12.12383,-13.58181,37.82946,1000,34.76984,-84.03099,26,6408,323.4079,68,9.43,59.17,428.26
12/27/2026,11.75692,292.8138,51.8744,3.14018,-19.92274,26.2031,1000,34.76984,-84.03099,26,6408,106.4315,69,9.9,150.69,326.49
12/28/2026,0.01478672,4.070778,70.02222,15.88065,-16.61676,48.37806,1000,34.76984,-84.03099,26,2569,371.0168,67,0.89,37.42,429.47
12/29/2026,0.3542757,37.71353,54.23751,2.970304,-19.50533,25.44593,1000,34.76984,-84.03099,26,2569,759.825,90,7.42,145.17,275
12/30/2026,17.42225,330.3918,69.78396,12.65784,-10.48313,35.79881,1000,34.76984,-84.03099,26,9447,629.5561,36,2.42,186.86,406.41
12/31/2026,7.429272,350.7963,51.98452,4.976008,-19.5624,29.51441,1000,34.76984,-84.03099,26,9447,241.7379,4,3.78,91.46,317.58
1/1/2027,15.8923,339.557,45.5377,16.46018,-17.04946,49.96982,1000,34.76984,-84.03099,27,9447,363.8138,75,3.43,96.72,167.14
1/2/2027,8.631734,214.5378,43.50616,14.56411,-18.33335,47.46158,1000,34.76984,-84.03099,27,8628,612.882,83,0.37,199.16,203.66
1/3/2027,12.71427,60.64814,59.9084,6.096951,-13.23259,25.42649,1000,34.76984,-84.03099,27,8628,113.1913,50,6.09,92.99,408.59
1/4/2027,2.365289,240.7241,38.01278,10.0186,-19.03096,39.06816,1000,34.76984,-84.03099,27,7685,802.9772,7,1.22,179.52,271.05
1/5/2027,19.21959,80.57631,53.9706,9.343487,-19.15973,37.8467,1000,34.76984,-84.03099,27,7685,317.9141,72,4.71,84.8,307.46
1/6/2027,1.619387,253.3711,57.46727,13.8524,-17.89639,45.6012,1000,34.76984,-84.03099,27,3565,296.2002,94,5.31,124.02,143.77
1/7/2027,4.162085,162.5004,55.32708,15.07571,-18.8094,48.96082,1000,34.76984,-84.03099,27,3565,773.647,71,6.88,24.07,416.71
1/8/2027,17.74684,294.5668,56.8418,12.63321,-18.02102,43.28743,1000,34.76984,-84.03099,27,3565,286.8401,15,2.32,120.12,458.34
1/9/2027,15.13127,89.24855,58.96778,6.74002,-13.59091,27.07095,1000,34.76984,-84.03099,27,6644,356.3913,8,8.72,31.12,278.54
1/10/2027,18.2847,277.7147,15.45295,14.72797,-18.36833,47.82427,1000,34.76984,-84.03099,27,6644,325.4294,68,6.68,12.48,277.22
1/11/2027,5.468105,71.53516,44.31794,14.4211,-18.05376,46.89597,1000,34.76984,-84.03099,27,4503,731.8469,0,3.36,122.43,484.91
1/12/2027,10.75603,33.53662,44.30605,11.41934,-15.31095,38.14964,1000,34.76984,-84.03099,27,4503,359.8398,40,0.28,98.1,50.92
1/13/2027,0.05867243,80.07012,63.25772,17.66018,-10.57697,45.89733,1000,34.76984,-84.03099,27,9862,366.9207,26,4.8,147.78,79.39
1/14/2027,10.03651,72.26661,35.00562,9.512921,-19.54983,38.57567,1000,34.76984,-84.03099,27,9862,748.4865,72,4.72,36.81,41.04
1/15/2027,13.95645,357.6632,55.06012,19.37801,-9.132279,47.8883,1000,34.76984,-84.03099,27,9862,738.3318,64,7.43,52.41,147.88
1/16/2027,9.395014,297.0743,57.12892,8.812526,-17.8243,35.44935,1000,34.76984,-84.03099,27,1843,477.3244,77,0.56,19.02,197.77
1/17/2027,13.51757,256.494,53.98692,10.54327,-18.99701,40.08355,1000,34.76984,-84.03099,27,1843,381.939,43,1.97,148.01,179.59
1/18/2027,11.57985,173.1931,46.15718,14.65125,-16.85698,46.15947,1000,34.76984,-84.03099,27,4607,443.3449,1,9.1,127.72,41.48
1/19/2027,12.08897,137.1763,50.92382,6.861935,-17.4274,31.15127,1000,34.76984,-84.03099,27,4607,478.0536,39,0.04,112.38,487.11
1/20/2027,3.716259,66.54514,36.86774,21.25356,-6.258052,48.76517,1000,34.76984,-84.03099,27,4957,656.7852,77,9.24,173.2,167.18
1/21/2027,1.315565,114.7717,28.82955,14.84167,-15.34104,45.02437,1000,34.76984,-84.03099,27,4957,511.4573,0,1.33,165.23,8.39
1/22/2027,18.60311,305.9406,47.56,13.81817,-19.1446,46.78095,1000,34.76984,-84.03099,27,6628,512.0664,64,3.61,72.19,131.68
1/23/2027,16.45652,84.66309,62.31525,14.93328,-18.51171,48.37827,1000,34.76984,-84.03099,27,6628,43.69408,23,1.33,132.94,356.24
1/24/2027,8.906647,52.49401,57.38131,11.26796,-18.8624,41.39832,1000,34.76984,-84.03099,27,6628,750.2656,96,7.79,41.37,156.8
1/25/2027,10.14688,102.3857,45.14274,16.99808,-12.73072,46.72688,1000,34.76984,-84.03099,27,6591,526.2625,91,9.53,106.89,449.49
1/26/2027,9.884277,53.23799,41.24715,15.50898,-17.94651,48.96448,1000,34.76984,-84.03099,27,6591,416.511,80,0.53,77.52,157.23
1/27/2027,9.68504,45.1687,57.95188,10.42638,-14.52516,35.37793,1000,34.76984,-84.03099,27,4067,109.5428,28,4.43,131.77,25.63
1/28/2027,7.685865,190.9829,55.11192,16.54833,-16.6192,49.71585,1000,34.76984,-84.03099,27,4067,530.2241,10,6.96,186.22,81.69
1/29/2027,16.03444,273.7346,41.11814,13.61982,-18.02859,45.26823,1000,34.76984,-84.03099,27,3117,521.265,15,1.34,155.3,98.25
1/30/2027,11.06412,117.036,62.65688,14.91668,-18.42773,48.26108,1000,34.76984,-84.03099,27,3117,548.4901,65,2.74,14.39,256.51
1/31/2027,7.96506,140.5525,54.6169,7.724319,-19.46484,34.91348,1000,34.76984,-84.03099,27,3117,409.7276,32,0.32,177.38,466.87
2/1/2027,1.070621,234.1232,53.72248,7.35989,-15.20359,29.92337,1000,34.76984,-84.03099,27,9064,574.8102,28,1.28,159.47,470.13
2/2/2027,17.01331,310.3105,44.79473,14.85624,-18.51705,48.22953,1000,34.76984,-84.03099,27,9064,304.6865,33,1.92,75.64,248.51
2/3/2027,4.443424,57.27366,34.06055,14.43462,-19.75535,48.62459,1000,34.76984,-84.03099,27,4136,464.6419,6,1.61,159.98,72.86
2/4/2027,2.066197,111.9628,40.98178,12.48092,-19.99297,44.95481,1000,34.76984,-84.03099,27,4136,500.4877,50,6.61,56.9,13.03
2/5/2027,8.258671,26.00159,33.57834,15.67932,-17.57619,48.93483,1000,34.76984,-84.03099,27,6535,285.6899,30,7.25,191.6,346.91
2/6/2027,6.592937,107.067,61.8066,14.90948,-19.84876,49.66773,1000,34.76984,-84.03099,27,6535,807.0397,78,0.03,74.6,156.99
2/7/2027,9.992033,112.8149,39.21345,7.629445,-19.62773,34.88662,1000,34.76984,-84.03099,27,6535,435.6719,31,5.77,90.38,137.7
2/8/2027,16.59807,23.41895,54.89016,15.27416,-16.44286,46.99118,1000,34.76984,-84.03099,27,7530,724.6263,30,5.7,63.28,200.48
2/9/2027,17.78303,264.3871,49.27461,0.7528114,-19.63932,21.14494,1000,34.76984,-84.03099,27,7530,40.53831,19,5.63,8.57,457.08
2/10/2027,8.291074,76.45618,36.94603,6.465193,-14.88974,27.82013,1000,34.76984,-84.03099,27,2704,381.7956,74,1.62,166.99,106.24
2/11/2027,19.16298,175.6657,49.43593,12.82153,-16.97204,42.61509,1000,34.76984,-84.03099,27,2704,321.3571,18,5.1,80.13,446.69
2/12/2027,9.754358,315.5013,65.40192,12.07008,-18.84475,42.9849,1000,34.76984,-84.03099,27,0,821.0247,85,5.23,183.72,90.85
2/13/2027,10.01826,102.684,38.90424,12.52325,-17.43269,42.47919,1000,34.76984,-84.03099,27,5252,175.6721,21,8.88,127.87,75.73
2/14/2027,10.66536,122.6222,47.95915,9.531506,-18.26132,37.32433,1000,34.76984,-84.03099,27,5252,729.9562,82,1.38,19.72,364.04
2/15/2027,3.997223,208.5108,56.5645,12.92066,-19.5903,45.43163,1000,34.76984,-84.03099,27,7430,316.0125,11,0.5,103.89,237.43
2/16/2027,12.2779,276.3995,66.82122,16.3184,-16.70875,49.34555,1000,34.76984,-84.03099,27,7430,107.9303,42,4.03,189.51,410.66
2/17/2027,12.79753,34.42111,53.30104,15.9282,-10.35237,42.20878,1000,34.76984,-84.03099,27,9499,752.8818,39,2.9,170.39,182.37
2/18/2027,7.461525,207.4538,62.06919,7.127967,-19.49328,33.74922,1000,34.76984,-84.03099,27,9499,929.5432,77,9.31,193.75,7.8
2/19/2027,5.752462,245.3155,41.19844,12.96765,-18.21091,44.1462,1000,34.76984,-84.03099,27,1364,540.6592,85,1.72,178.23,321.41
2/20/2027,6.167918,130.9894,41.65627,13.58115,-19.01838,46.18068,1000,34.76984,-84.03099,27,1364,231.2505,57,5.16,87.43,280.88
2/21/2027,11.98873,105.4864,47.25586,16.18758,-16.86579,49.24094,1000,34.76984,-84.03099,27,1364,542.72,24,6.32,124.36,271.39
2/22/2027,8.42215,53.97549,47.44719,15.91093,-17.93803,49.7599,1000,34.76984,-84.03099,27,1241,266.9079,82,5.1,37.1,308.56
2/23/2027,13.19616,132.6827,67.30854,13.26259,-18.04422,44.56941,1000,34.76984,-84.03099,27,1241,450.4999,37,2.48,50.8,15.94
2/24/2027,10.61664,146.9011,60.41748,16.25056,-14.06225,46.56336,1000,34.76984,-84.03099,27,6135,390.1754,53,0.18,81.8,270.69
2/25/2027,19.2317,334.1277,71.30917,15.02925,-19.65593,49.71444,1000,34.76984,-84.03099,27,6135,604.9462,25,2.76,168.7,402.36
2/26/2027,1.997461,266.9292,57.48656,16.49646,-16.15948,49.15239,1000,34.76984,-84.03099,27,3650,501.6563,87,1.66,194.66,349.9
2/27/2027,19.67355,247.257,38.01427,13.2351,-17.9239,44.3941,1000,34.76984,-84.03099,27,3650,489.5042,49,4.71,117.98,63.48
2/28/2027,2.60886,130.865,50.60135,9.711422,-16.70379,36.12664,1000,34.76984,-84.03099,27,3650,520.6006,80,3.24,165.69,485.12
3/1/2027,6.864828,213.9105,48.60449,10.08477,-18.636,38.80555,1000,34.76984,-84.03099,27,5338,223.8102,86,2.74,96.5,372.55
3/2/2027,17.5714,10.28303,46.88158,14.52768,-19.73023,48.7856,1000,34.76984,-84.03099,27,5338,370.2413,95,0.84,161.89,434.37
3/3/2027,3.086154,65.73253,32.55448,10.88811,-19.59919,41.3754,1000,34.76984,-84.03099,27,2139,800.682,23,6.06,38.48,39.89
3/4/2027,5.806218,50.79765,56.97897,7.404033,-17.68187,32.48993,1000,34.76984,-84.03099,27,2139,484.0305,1,6.01,64.06,158.28
3/5/2027,15.45325,67.7777,56.64523,16.42945,-15.82861,48.6875,1000,34.76984,-84.03099,27,8153,419.4185,92,1.41,4.61,363.12
3/6/2027,7.840003,144.2089,66.71017,18.12479,-11.00214,47.25172,1000,34.76984,-84.03099,27,8153,426.5867,50,7.63,196.12,421.65
3/7/2027,6.912912,236.9854,51.47794,15.87011,-17.96769,49.70791,1000,34.76984,-84.03099,27,8153,508.8725,92,8.17,85.42,393.87
3/8/2027,5.336104,347.827,72.8223,14.18628,-19.68294,48.05549,1000,34.76984,-84.03099,27,8911,446.0335,97,7.28,187.86,311.55
3/9/2027,11.14534,290.8169,61.00901,13.55777,-18.65032,45.76587,1000,34.76984,-84.03099,27,8911,267.752,16,5.34,54.62,156.68
3/10/2027,11.62707,9.491544,47.96437,18.5734,-12.37372,49.52051,1000,34.76984,-84.03099,27,9319,607.98,71,1.12,37.89,446.71
3/11/2027,14.2473,182.1197,66.06276,12.19533,-19.28707,43.67772,1000,34.76984,-84.03099,27,9319,43.54674,13,6.99,141.4,459.89
3/12/2027,7.450191,46.76399,41.88108,13.88898,-19.63307,47.41104,1000,34.76984,-84.03099,27,8532,393.5282,19,9.8,55.38,250.43
3/13/2027,14.77244,90.44192,48.44607,10.1341,-19.02052,39.28872,1000,34.76984,-84.03099,27,8532,502.6799,25,9.34,52.24,369.71
3/14/2027,18.27287,308.1354,39.63358,16.44721,-16.18175,49.07618,1000,34.76984,-84.03099,27,8532,693.4681,100,3.04,136.09,356.53
3/15/2027,16.73776,173.7158,46.8373,15.21298,-19.55274,49.97869,1000,34.76984,-84.03099,27,1569,506.9191,7,9.51,49.87,71.28
3/16/2027,11.38639,156.9052,54.14342,12.38449,-19.55484,44.32383,1000,34.76984,-84.03099,27,1569,479.0785,63,2.3,78.35,104.06
3/17/2027,5.768672,227.793,28.12768,11.02526,-16.29416,38.34468,1000,34.76984,-84.03099,27,5497,311.0866,58,6.08,64.8,374.28
3/18/2027,14.80334,173.5087,40.54789,12.65738,-12.31081,37.62558,1000,34.76984,-84.03099,27,5497,367.1357,41,1.56,195.36,476.53
3/19/2027,0.5634618,120.7038,63.85605,10.87986,-10.69946,32.45919,1000,34.76984,-84.03099,27,9547,771.127,53,7.2,118.53,492.44
3/20/2027,19.80212,96.01401,40.76453,14.08892,-17.00684,45.18469,1000,34.76984,-84.03099,27,9547,722.5283,31,3.32,36.35,445.02
3/21/2027,9.071759,94.29194,75.16879,9.097813,-14.59741,32.79304,1000,34.76984,-84.03099,27,9547,625.3768,45,4.09,95.03,205.68
3/22/2027,6.08328,190.8715,55.83674,12.69193,-19.27079,44.65464,1000,34.76984,-84.03099,27,2415,384.9584,5,3.05,18.22,218.93
3/23/2027,4.963305,349.1382,57.43287,10.15976,-12.793,33.11252,1000,34.76984,-84.03099,27,2415,410.0159,20,2.21,140.24,494.92
3/24/2027,12.29824,209.6353,57.12832,14.15621,-19.02487,47.3373,1000,34.76984,-84.03099,27,9252,262.4665,43,4.2,18.57,332.98
3/25/2027,19.70308,83.65737,41.26964,14.32174,-18.66093,47.30441,1000,34.76984,-84.03099,27,9252,823.3804,47,7.68,96.13,330.87
3/26/2027,1.210485,314.8108,55.05204,13.32667,-14.74588,41.39921,1000,34.76984,-84.03099,27,5424,453.9551,43,5.4,135.01,102.14
3/27/2027,8.717774,6.548023,34.45057,14.55594,-16.9124,46.02428,1000,34.76984,-84.03099,27,5424,372.6409,33,8.96,189.93,369.92
3/28/2027,0.08615017,334.9104,70.40224,14.48807,-18.06305,47.03919,1000,34.76984,-84.03099,27,5424,486.1804,79,3.09,68.23,101.16
3/29/2027,11.43782,257.6735,32.88127,10.54591,-13.44999,34.54181,1000,34.76984,-84.03099,27,1583,396.7445,72,8.62,79.46,498.37
3/30/2027,19.47327,299.5392,53.22313,13.05392,-18.05524,44.16309,1000,34.76984,-84.03099,27,1583,778.2051,12,6.96,137.06,121.03
3/31/2027,9.552435,129.1773,48.6176,8.19836,-14.83671,31.23343,1000,34.76984,-84.03099,27,6206,629.2166,77,4.44,152.22,428.82
4/1/2027,9.209887,41.43476,64.56939,10.67148,-17.31203,38.65498,1000,34.76984,-84.03099,27,6206,280.2746,27,3.31,9.02,465.96
4/2/2027,4.814136,255.0925,65.10064,16.1484,-17.25465,49.55145,1000,34.76984,-84.03099,27,6788,462.9526,17,7,130.64,364.79
4/3/2027,16.74772,209.6181,39.27583,14.62261,-13.85615,43.10138,1000,34.76984,-84.03099,27,6788,555.8303,96,7.43,122.89,361.24
4/4/2027,9.074026,355.0657,36.96327,8.199265,-16.98507,33.3836,1000,34.76984,-84.03099,27,6788,497.3829,97,8.33,37.19,237.27
4/5/2027,12.15132,52.2493,57.81686,13.75996,-15.13308,42.653,1000,34.76984,-84.03099,27,2110,761.8301,22,8.17,52.01,25.61
4/6/2027,12.32874,184.8756,31.49558,12.42555,-19.88856,44.73967,1000,34.76984,-84.03099,27,2110,368.7066,75,8.17,182.21,136.39
4/7/2027,16.49328,14.38604,55.49587,13.9651,-19.92367,47.85387,1000,34.76984,-84.03099,27,9209,477.0972,98,6.37,74.21,84.48
4/8/2027,3.767638,92.4586,51.79698,15.25541,-19.4844,49.99522,1000,34.76984,-84.03099,27,9209,647.1595,61,3.41,79.55,250.25
4/9/2027,14.70118,54.0775,49.51193,12.07523,-19.13777,43.28822,1000,34.76984,-84.03099,27,8738,709.5403,56,4.65,158.61,226.87
4/10/2027,8.900701,279.1087,42.01934,14.61793,-16.80577,46.04163,1000,34.76984,-84.03099,27,8738,201.3238,18,3.86,129.43,459.11
4/11/2027,4.678018,128.1746,60.33062,14.16337,-18.84041,47.16715,1000,34.76984,-84.03099,27,3760,274.5281,62,4.8,32.44,370.68
4/12/2027,7.9171,248.5028,50.43038,15.18561,-14.07257,44.44378,1000,34.76984,-84.03099,27,3760,303.8069,74,5.06,135.8,201.17
4/13/2027,11.98755,293.6755,64.13992,8.876923,-19.9332,37.68705,1000,34.76984,-84.03099,27,3760,248.3824,25,8.8,63.87,463.3
4/14/2027,19.05372,119.6423,34.26565,18.13661,-13.42607,49.69929,1000,34.76984,-84.03099,27,4278,521.1501,24,9.57,32.52,434.31
4/15/2027,5.531384,157.2677,58.9,9.714904,-18.86127,38.29107,1000,34.76984,-84.03099,27,4278,892.7699,2,7.22,51.23,341.64
4/16/2027,9.15522,293.4507,62.98169,13.69325,-19.511,46.89751,1000,34.76984,-84.03099,27,4266,431.8676,65,4.22,30.85,393.25
4/17/2027,12.00691,242.0779,56.87021,12.88117,-19.64603,45.40837,1000,34.76984,-84.03099,27,4266,623.7565,82,5.62,121.69,468.52
4/18/2027,18.80943,166.2666,65.72922,15.5783,-13.23299,44.38958,1000,34.76984,-84.03099,27,2410,620.7532,100,6.5,29.26,365.78
4/19/2027,9.507779,312.2411,54.80297,9.955754,-16.47222,36.38372,1000,34.76984,-84.03099,27,2410,324.6751,57,2.92,110.57,332.74
4/20/2027,16.26778,91.96645,68.80875,11.45244,-14.97919,37.88408,1000,34.76984,-84.03099,27,2410,293.9399,41,1.55,68.22,257.09
4/21/2027,13.43382,262.4189,53.33825,12.00209,-16.28105,40.28524,1000,34.76984,-84.03099,27,3592,222.8177,20,9.79,36.47,192.25
4/22/2027,9.917296,331.4149,49.60585,8.684533,-19.77373,37.1428,1000,34.76984,-84.03099,27,3592,212.7259,91,4.07,16.81,286.1
4/23/2027,0.6174517,142.0521,57.03149,12.72518,-19.54817,44.99853,1000,34.76984,-84.03099,27,2913,298.3571,94,7.55,32.06,95.65
