Date,Mean_Wind_Speed,Wind_Direction,Average_Humidity,Average_Temperature,Minimum_Temperature,MaximumTemperature,Structure_Length,Latitude,Longitude,BridgeAge,AverageDailyTraffic,TotalPrecipitation,Mean_TOW,Mean_PH,Mean_Cl-,Mean_Annual_Corrosion_Rate,CorrosionDepth,AnnualRate,Wind-Induced Vibrations,Traffic Load,Structural Health,Vibration Risk,Corrosion Risk,Traffic Load Percentage,Traffic Load Risk,Structural Health Risk
2/11/2027,19.16298,175.6657,49.43593,12.82153,-16.97204,42.61509,1000,34.76984,-84.03099,27,2704,321.3571,18,5.1,80.13,446.69,2.114899584503824,0.8042264997424722,1.4482551710221439,2704000,95.68748101587283,High,Low,27.067067067067068,Critical,Poor
2/12/2027,9.754358,315.5013,65.40192,12.07008,-18.84475,42.9849,1000,34.76984,-84.03099,27,0,821.0247,85,5.23,183.72,90.85,4.755883349491644,1.8499748534009248,-6.83676203160278,0,98.11235995030027,Low,Critical,0.0,Low,Good
2/13/2027,10.01826,102.684,38.90424,12.52325,-17.43269,42.47919,1000,34.76984,-84.03099,27,5252,175.6721,21,8.88,127.87,75.73,2.7593198639438477,0.8816244358032748,9.77377336660538,5252000,92.97995799593794,Critical,Low,52.572572572572575,Critical,Critical
2/14/2027,10.66536,122.6222,47.95915,9.531506,-18.26132,37.32433,1000,34.76984,-84.03099,27,5252,729.9562,82,1.38,19.72,364.04,3.7379452481285216,1.7183733399519707,8.982830988168965,5252000,92.88712180038061,Critical,Critical,52.572572572572575,Critical,Critical
2/15/2027,3.997223,208.5108,56.5645,12.92066,-19.5903,45.43163,1000,34.76984,-84.03099,27,7430,316.0125,11,0.5,103.89,237.43,3.5416015688155325,1.2765092206491697,-1.907972089747034,7430000,94.32664165175466,Moderate,Moderate,74.37437437437437,Critical,Critical
2/16/2027,12.2779,276.3995,66.82122,16.3184,-16.70875,49.34555,1000,34.76984,-84.03099,27,7430,107.9303,42,4.03,189.51,410.66,3.418877280720094,1.4494468510046798,-12.201395077523784,7430000,96.33344496020335,Low,High,74.37437437437437,Critical,Fair
2/17/2027,12.79753,34.42111,53.30104,15.9282,-10.35237,42.20878,1000,34.76984,-84.03099,27,9499,752.8818,39,2.9,170.39,182.37,3.0120194876809503,1.003876924593758,7.234072184777885,9499000,91.7524224856663,Critical,Low,95.08508508508508,Critical,Critical
2/18/2027,7.461525,207.4538,62.06919,7.127967,-19.49328,33.74922,1000,34.76984,-84.03099,27,9499,929.5432,77,9.31,193.75,7.8,5.71009758319215,1.6561162004557626,-3.4400109640903027,9499000,93.69156733268133,Moderate,Critical,95.08508508508508,Critical,Critical
2/19/2027,5.752462,245.3155,41.19844,12.96765,-18.21091,44.1462,1000,34.76984,-84.03099,27,1364,540.6592,85,1.72,178.23,321.41,2.886473031340327,1.4778178118868135,-5.226808857534325,1364000,97.35641642794081,Moderate,High,13.653653653653652,High,Good
2/20/2027,6.167918,130.9894,41.65627,13.58115,-19.01838,46.18068,1000,34.76984,-84.03099,27,1364,231.2505,57,5.16,87.43,280.88,3.3678321136755955,1.1263146507503201,4.655735350676731,1364000,95.48535853463956,High,Moderate,13.653653653653652,High,Poor
2/21/2027,11.98873,105.4864,47.25586,16.18758,-16.86579,49.24094,1000,34.76984,-84.03099,27,1364,542.72,24,6.32,124.36,271.39,3.3883503393437757,1.125163637623706,11.553465478682133,1364000,94.10615781297646,Critical,Moderate,13.653653653653652,High,Critical
2/22/2027,8.42215,53.97549,47.44719,15.91093,-17.93803,49.7599,1000,34.76984,-84.03099,27,1241,266.9079,82,5.1,37.1,308.56,4.683372315977708,1.5743200467193579,6.811544166045629,1241000,94.96899515277507,Critical,Critical,12.422422422422423,High,Poor
2/23/2027,13.19616,132.6827,67.30854,13.26259,-18.04422,44.56941,1000,34.76984,-84.03099,27,1241,450.4999,37,2.48,50.8,15.94,5.217622896275505,1.1763450509765507,9.700752251671622,1241000,94.51054603437271,Critical,Moderate,12.422422422422423,High,Critical
2/24/2027,10.61664,146.9011,60.41748,16.25056,-14.06225,46.56336,1000,34.76984,-84.03099,27,6135,390.1754,53,0.18,81.8,270.69,3.9974473892943476,1.231061982126458,5.797597174419089,6135000,93.31716197047824,Critical,Moderate,61.41141141141141,Critical,Critical
2/25/2027,19.2317,334.1277,71.30917,15.02925,-19.65593,49.71444,1000,34.76984,-84.03099,27,6135,604.9462,25,2.76,168.7,402.36,4.406540144409409,1.6911317929418324,-8.392076167401793,6135000,96.01707569559781,Low,Critical,61.41141141141141,Critical,Poor
2/26/2027,1.997461,266.9292,57.48656,16.49646,-16.15948,49.15239,1000,34.76984,-84.03099,27,3650,501.6563,87,1.66,194.66,349.9,5.083450385358159,1.9262086953456499,-1.994592848083431,3650000,95.66105596101299,Moderate,Critical,36.53653653653654,Critical,Poor
2/27/2027,19.67355,247.257,38.01427,13.2351,-17.9239,44.3941,1000,34.76984,-84.03099,27,3650,489.5042,49,4.71,117.98,63.48,2.780136704559655,1.2169851501261189,-18.14389628059178,3650000,99.10368371108052,Low,Moderate,36.53653653653654,Critical,Good
2/28/2027,2.60886,130.865,50.60135,9.711422,-16.70379,36.12664,1000,34.76984,-84.03099,27,3650,520.6006,80,3.24,165.69,485.12,4.303621888277431,1.7585712690780988,1.972958949070938,3650000,94.91783682946239,High,Critical,36.53653653653654,Critical,Poor
3/1/2027,6.864828,213.9105,48.60449,10.08477,-18.636,38.80555,1000,34.76984,-84.03099,27,5338,223.8102,86,2.74,96.5,372.55,3.89577398453166,1.483864381300597,-3.8298683698555025,5338000,95.48561435958092,Moderate,High,53.43343343343343,Critical,Poor
3/2/2027,17.5714,10.28303,46.88158,14.52768,-19.73023,48.7856,1000,34.76984,-84.03099,27,5338,370.2413,95,0.84,161.89,434.37,5.479075604079946,1.566575884429724,3.136684633721858,5338000,94.0674903079267,High,Critical,53.43343343343343,Critical,Critical
3/3/2027,3.086154,65.73253,32.55448,10.88811,-19.59919,41.3754,1000,34.76984,-84.03099,27,2139,800.682,23,6.06,38.48,39.89,2.672953328046833,0.8019392591671133,2.8134514621624387,2139000,95.64112792981737,High,Low,21.41141141141141,Critical,Poor
3/4/2027,5.806218,50.79765,56.97897,7.404033,-17.68187,32.48993,1000,34.76984,-84.03099,27,2139,484.0305,1,6.01,64.06,158.28,2.2428020801462236,0.9167645187889938,4.499346121917182,2139000,95.26950141997986,High,Low,21.41141141141141,Critical,Poor
3/5/2027,15.45325,67.7777,56.64523,16.42945,-15.82861,48.6875,1000,34.76984,-84.03099,27,8153,419.4185,92,1.41,4.61,363.12,5.003327320345572,1.7691049729570223,14.305435994422062,8153000,90.64698130922848,Critical,Critical,81.61161161161161,Critical,Critical
3/6/2027,7.840003,144.2089,66.71017,18.12479,-11.00214,47.25172,1000,34.76984,-84.03099,27,8153,426.5867,50,7.63,196.12,421.65,3.612399840709185,1.461718766201885,4.585082140569223,8153000,92.6832679420256,High,High,81.61161161161161,Critical,Critical
3/7/2027,6.912912,236.9854,51.47794,15.87011,-17.96769,49.70791,1000,34.76984,-84.03099,27,8153,508.8725,92,8.17,85.42,393.87,2.0894353803341206,1.1063009641532198,-5.796696244311955,8153000,94.86624895961643,Low,Moderate,81.61161161161161,Critical,Poor
3/8/2027,5.336104,347.827,72.8223,14.18628,-19.68294,48.05549,1000,34.76984,-84.03099,27,8911,446.0335,97,7.28,187.86,311.55,7.549289733852017,2.1573791107220344,-1.125193176315761,8911000,93.31342490204653,Moderate,Critical,89.1991991991992,Critical,Critical
3/9/2027,11.14534,290.8169,61.00901,13.55777,-18.65032,45.76587,1000,34.76984,-84.03099,27,8911,267.752,16,5.34,54.62,156.68,3.5658998229653753,1.3786737546607382,-10.417782159300655,8911000,95.4055543054619,Low,High,89.1991991991992,Critical,Poor
3/10/2027,11.62707,9.491544,47.96437,18.5734,-12.37372,49.52051,1000,34.76984,-84.03099,27,9319,607.98,71,1.12,37.89,446.71,4.030688628871801,1.291479839174656,1.9173275978277369,9319000,92.80149052868205,High,Moderate,93.28328328328328,Critical,Critical
3/11/2027,14.2473,182.1197,66.06276,12.19533,-19.28707,43.67772,1000,34.76984,-84.03099,27,9319,43.54674,13,6.99,141.4,459.89,2.9301965707892363,1.1736289468009402,-0.5269692373390387,9319000,93.32570516342753,Moderate,Moderate,93.28328328328328,Critical,Critical
3/12/2027,7.450191,46.76399,41.88108,13.88898,-19.63307,47.41104,1000,34.76984,-84.03099,27,8532,393.5282,19,9.8,55.38,250.43,2.441900748531012,0.8601571872165679,5.427749116057375,8532000,92.54360302062355,Critical,Low,85.4054054054054,Critical,Critical
3/13/2027,14.77244,90.44192,48.44607,10.1341,-19.02052,39.28872,1000,34.76984,-84.03099,27,8532,502.6799,25,9.34,52.24,369.71,2.6188508888002815,0.9471446500501759,14.772000597893072,8532000,90.64865648540633,Critical,Low,85.4054054054054,Critical,Critical
3/14/2027,18.27287,308.1354,39.63358,16.44721,-16.18175,49.07618,1000,34.76984,-84.03099,27,8532,693.4681,100,3.04,136.09,356.53,6.634835400777769,1.6884948765313506,-14.372592380603109,8532000,96.25517001316122,Low,Critical,85.4054054054054,Critical,Fair
3/15/2027,16.73776,173.7158,46.8373,15.21298,-19.55274,49.97869,1000,34.76984,-84.03099,27,1569,506.9191,7,9.51,49.87,71.28,2.3258989105541907,0.9854753884435941,1.8321187285379834,1569000,96.01033363775933,High,Low,15.705705705705705,High,Poor
3/16/2027,11.38639,156.9052,54.14342,12.38449,-19.55484,44.32383,1000,34.76984,-84.03099,27,1569,479.0785,63,2.3,78.35,104.06,4.666415643606378,1.4242270039575142,4.466352862892544,1569000,95.35186132623424,High,High,15.705705705705705,High,Poor
3/17/2027,5.768672,227.793,28.12768,11.02526,-16.29416,38.34468,1000,34.76984,-84.03099,27,5497,311.0866,58,6.08,64.8,374.28,3.40443024186451,1.1143037450786581,-4.272985287467841,5497000,95.62150593396997,Moderate,Moderate,55.02502502502502,Critical,Poor
3/18/2027,14.80334,173.5087,40.54789,12.65738,-12.31081,37.62558,1000,34.76984,-84.03099,27,5497,367.1357,41,1.56,195.36,476.53,4.036368733462633,1.2363323015557341,1.6735522992245504,5497000,94.39558984968836,High,Moderate,55.02502502502502,Critical,Critical
3/19/2027,0.5634618,120.7038,63.85605,10.87986,-10.69946,32.45919,1000,34.76984,-84.03099,27,9547,771.127,53,7.2,118.53,492.44,3.563380303263677,1.454504304240476,0.4844748285306655,9547000,92.94795374302173,High,High,95.56556556556556,Critical,Critical
3/20/2027,19.80212,96.01401,40.76453,14.08892,-17.00684,45.18469,1000,34.76984,-84.03099,27,9547,722.5283,31,3.32,36.35,445.02,3.3519230364779253,1.165368321423465,19.693135196347466,9547000,89.19296246430346,Critical,Moderate,95.56556556556556,Critical,Critical
3/21/2027,9.071759,94.29194,75.16879,9.097813,-14.59741,32.79304,1000,34.76984,-84.03099,27,9547,625.3768,45,4.09,95.03,205.68,3.993567190062102,1.429039792372045,9.046318804798787,9547000,91.24322430132862,Critical,High,95.56556556556556,Critical,Critical
3/22/2027,6.08328,190.8715,55.83674,12.69193,-19.27079,44.65464,1000,34.76984,-84.03099,27,2415,384.9584,5,3.05,18.22,218.93,1.977735230036282,0.8790195175934125,-1.1473490380010576,2415000,96.29976395232218,Moderate,Low,24.174174174174173,Critical,Fair
3/23/2027,4.963305,349.1382,57.43287,10.15976,-12.793,33.11252,1000,34.76984,-84.03099,27,2415,410.0159,20,2.21,140.24,494.92,5.524339885319818,1.456978094996636,-0.9352887362505379,2415000,96.08396431875111,Moderate,High,24.174174174174173,Critical,Fair
3/24/2027,12.29824,209.6353,57.12832,14.15621,-19.02487,47.3373,1000,34.76984,-84.03099,27,9252,262.4665,43,4.2,18.57,332.98,3.3343741025142517,1.1517582226013852,-6.0812025969260395,9252000,94.4699130526048,Low,Moderate,92.61261261261261,Critical,Critical
3/25/2027,19.70308,83.65737,41.26964,14.32174,-18.66093,47.30441,1000,34.76984,-84.03099,27,9252,823.3804,47,7.68,96.13,330.87,3.9570059262779194,1.229497240633006,19.58247812309683,9252000,89.31385520319073,Critical,Moderate,92.61261261261261,Critical,Critical
3/26/2027,1.210485,314.8108,55.05204,13.32667,-14.74588,41.39921,1000,34.76984,-84.03099,27,5424,453.9551,43,5.4,135.01,102.14,3.849749330083377,1.1332342151092312,-0.858763940632881,5424000,94.96218252359381,Moderate,Moderate,54.294294294294296,Critical,Poor
3/27/2027,8.717774,6.548023,34.45057,14.55594,-16.9124,46.02428,1000,34.76984,-84.03099,27,5424,372.6409,33,8.96,189.93,369.92,4.385904091836789,1.207625999885471,0.9941396013015388,5424000,94.56928427977405,High,Moderate,54.294294294294296,Critical,Critical
3/28/2027,0.08615017,334.9104,70.40224,14.48807,-18.06305,47.03919,1000,34.76984,-84.03099,27,5424,486.1804,79,3.09,68.23,101.16,4.3579225639867785,1.624427078386198,-0.03653069096492561,5424000,94.65037801467713,Moderate,Critical,54.294294294294296,Critical,Critical
3/29/2027,11.43782,257.6735,32.88127,10.54591,-13.44999,34.54181,1000,34.76984,-84.03099,27,1583,396.7445,72,8.62,79.46,498.37,3.248527071745833,1.2267911132820848,-11.174143258095206,1583000,98.53359131763442,Low,Moderate,15.845845845845846,High,Good
3/30/2027,19.47327,299.5392,53.22313,13.05392,-18.05524,44.16309,1000,34.76984,-84.03099,27,1583,778.2051,12,6.96,137.06,121.03,2.7801755766083733,0.7765961739481718,-16.94210693335362,1583000,99.82224253448628,Low,Low,15.845845845845846,High,Good
3/31/2027,9.552435,129.1773,48.6176,8.19836,-14.83671,31.23343,1000,34.76984,-84.03099,27,6206,629.2166,77,4.44,152.22,428.82,5.076424121875292,1.5170423959946806,7.4049982393108635,6206000,92.88148763333942,Critical,High,62.12212212212213,Critical,Critical
4/1/2027,9.209887,41.43476,64.56939,10.67148,-17.31203,38.65498,1000,34.76984,-84.03099,27,6206,280.2746,27,3.31,9.02,465.96,3.7091286804039045,1.2314809691096236,6.094797617031238,6206000,93.22919618586087,Critical,Moderate,62.12212212212213,Critical,Critical
4/2/2027,4.814136,255.0925,65.10064,16.1484,-17.25465,49.55145,1000,34.76984,-84.03099,27,6788,462.9526,17,7.0,130.64,364.79,3.620879461069872,1.0735640059429834,-4.652103796045652,6788000,95.19315155742623,Moderate,Low,67.94794794794795,Critical,Poor
4/3/2027,16.74772,209.6181,39.27583,14.62261,-13.85615,43.10138,1000,34.76984,-84.03099,27,6788,555.8303,96,7.43,122.89,361.24,4.2865977038143495,1.6817287430246994,-8.276999885887907,6788000,95.73568135427017,Low,Critical,67.94794794794795,Critical,Poor
4/4/2027,9.074026,355.0657,36.96327,8.199265,-16.98507,33.3836,1000,34.76984,-84.03099,27,6788,497.3829,97,8.33,37.19,237.27,2.9615207804361714,1.5123333452871668,-0.7804875362045133,6788000,94.28719750365475,Moderate,High,67.94794794794795,Critical,Critical
4/5/2027,12.15132,52.2493,57.81686,13.75996,-15.13308,42.653,1000,34.76984,-84.03099,27,2110,761.8301,22,8.17,52.01,25.61,2.23718735227234,1.1487036003026647,9.60783114294699,2110000,94.1898226913198,Critical,Moderate,21.12112112112112,Critical,Critical
4/6/2027,12.32874,184.8756,31.49558,12.42555,-19.88856,44.73967,1000,34.76984,-84.03099,27,2110,368.7066,75,8.17,182.21,136.39,3.7310148860833046,1.2487863251630276,-1.0478518086190536,2110000,96.2909344641749,Moderate,Moderate,21.12112112112112,Critical,Fair
4/7/2027,16.49328,14.38604,55.49587,13.9651,-19.92367,47.85387,1000,34.76984,-84.03099,27,9209,477.0972,98,6.37,74.21,84.48,6.333650328252227,1.8255719644000339,4.097819516650623,9209000,92.24916450734986,High,Critical,92.18218218218219,Critical,Critical
4/8/2027,3.767638,92.4586,51.79698,15.25541,-19.4844,49.99522,1000,34.76984,-84.03099,27,9209,647.1595,61,3.41,79.55,250.25,4.580408258190296,1.5504213635117037,3.764169808881168,9209000,92.39843962917026,High,Critical,92.18218218218219,Critical,Critical
4/9/2027,14.70118,54.0775,49.51193,12.07523,-19.13777,43.28822,1000,34.76984,-84.03099,27,8738,709.5403,56,4.65,158.61,226.87,4.291977355205657,1.5271944108360413,11.905181835909865,8738000,90.96560530956721,Critical,High,87.46746746746746,Critical,Critical
4/10/2027,8.900701,279.1087,42.01934,14.61793,-16.80577,46.04163,1000,34.76984,-84.03099,27,8738,201.3238,18,3.86,129.43,459.11,2.77993338523994,1.1139098615036003,-8.78846120286282,8738000,95.22831928212149,Low,Moderate,87.46746746746746,Critical,Poor
4/11/2027,4.678018,128.1746,60.33062,14.16337,-18.84041,47.16715,1000,34.76984,-84.03099,27,3760,274.5281,62,4.8,32.44,370.68,4.108895109449554,1.5020978619088805,3.677534803766414,3760000,94.60986368067405,High,High,37.63763763763764,Critical,Critical
4/12/2027,7.9171,248.5028,50.43038,15.18561,-14.07257,44.44378,1000,34.76984,-84.03099,27,3760,303.8069,74,5.06,135.8,201.17,3.8144632288897764,1.529730072567997,-7.3663507189131785,3760000,96.81035112201224,Low,High,37.63763763763764,Critical,Fair
4/13/2027,11.98755,293.6755,64.13992,8.876923,-19.9332,37.68705,1000,34.76984,-84.03099,27,3760,248.3824,25,8.8,63.87,463.3,2.593683379746615,1.117501715294345,-10.978610479131113,3760000,97.65647158123792,Low,Moderate,37.63763763763764,Critical,Good
4/14/2027,19.05372,119.6423,34.26565,18.13661,-13.42607,49.69929,1000,34.76984,-84.03099,27,4278,521.1501,24,9.57,32.52,434.31,2.7839592316383652,0.8870655381058399,16.560160197237114,4278000,92.01064829912083,Critical,Low,42.82282282282282,Critical,Critical
4/15/2027,5.531384,157.2677,58.9,9.714904,-18.86127,38.29107,1000,34.76984,-84.03099,27,4278,892.7699,2,7.22,51.23,341.64,2.698624836590285,1.011365118630441,2.1374708914045955,4278000,94.85789628612994,High,Low,42.82282282282282,Critical,Poor
4/16/2027,9.15522,293.4507,62.98169,13.69325,-19.511,46.89751,1000,34.76984,-84.03099,27,4266,431.8676,65,4.22,30.85,393.25,5.221830969770312,1.7301336732627444,-8.399024805289587,4266000,96.75436485907909,Low,Critical,42.7027027027027,Critical,Fair
4/17/2027,12.00691,242.0779,56.87021,12.88117,-19.64603,45.40837,1000,34.76984,-84.03099,27,4266,623.7565,82,5.62,121.69,468.52,4.3100708320013945,1.727264993071598,-10.60912647897561,4266000,97.19724579787365,Low,Critical,42.7027027027027,Critical,Good
4/18/2027,18.80943,166.2666,65.72922,15.5783,-13.23299,44.38958,1000,34.76984,-84.03099,27,2410,620.7532,100,6.5,29.26,365.78,3.969779506669366,1.7155351285477063,4.4654425834848634,2410000,94.92825094473872,High,Critical,24.124124124124123,Critical,Poor
4/19/2027,9.507779,312.2411,54.80297,9.955754,-16.47222,36.38372,1000,34.76984,-84.03099,27,2410,324.6751,57,2.92,110.57,332.74,3.9960545824607707,1.4159849422484232,-7.038823290961021,2410000,97.31896917551768,Low,High,24.124124124124123,Critical,Good
4/20/2027,16.26778,91.96645,68.80875,11.45244,-14.97919,37.88408,1000,34.76984,-84.03099,27,2410,293.9399,41,1.55,68.22,257.09,5.184159717989618,1.77591094434827,16.258199763829424,2410000,92.55158676392963,Critical,Critical,24.124124124124123,Critical,Critical
4/21/2027,13.43382,262.4189,53.33825,12.00209,-16.28105,40.28524,1000,34.76984,-84.03099,27,3592,222.8177,20,9.79,36.47,192.25,2.585486865384457,0.9410462689019433,-13.31639650239109,3592000,98.24416541980763,Low,Low,35.95595595595596,Critical,Good
4/22/2027,9.917296,331.4149,49.60585,8.684533,-19.77373,37.1428,1000,34.76984,-84.03099,27,3592,212.7259,91,4.07,16.81,286.1,4.322356731304341,1.5460835425502266,-4.745064340353452,3592000,96.34838780530562,Moderate,Critical,35.95595595595596,Critical,Fair
4/23/2027,0.6174517,142.0521,57.03149,12.72518,-19.54817,44.99853,1000,34.76984,-84.03099,27,2913,298.3571,94,7.55,32.06,95.65,4.072613012467495,1.3819049406968917,0.3796986317000861,2913000,95.64428879145092,High,High,29.15915915915916,Critical,Poor
4/24/2027,10.34954,27.62534,53.76607,16.44174,-15.40887,48.29235,1000,34.76984,-84.03099,27,2913,265.8164,38,3.27,117.94,188.07,5.570655225075595,1.5974586456249082,4.7989567572378755,2913000,94.69577105486495,High,Critical,29.15915915915916,Critical,Poor
4/25/2027,9.76674,3.739557,42.4609,15.80544,-17.19624,48.80711,1000,34.76984,-84.03099,27,5635,437.1793,26,4.9,125.05,484.19,2.903474566749224,1.0358404887933823,0.6369990269106178,5635000,94.60784804797986,High,Low,56.406406406406404,Critical,Critical
4/26/2027,16.87428,324.4423,51.45515,17.53746,-13.30074,48.37567,1000,34.76984,-84.03099,27,5635,412.7435,44,8.11,136.41,81.89,3.9712011735067145,1.645539919157162,-9.812773832082234,5635000,96.5148927906693,Low,Critical,56.406406406406404,Critical,Fair
4/27/2027,17.14772,202.0927,56.64428,14.59173,-16.46011,45.64357,1000,34.76984,-84.03099,27,5635,676.6386,39,1.34,27.13,141.02,5.121107122222278,1.5407618916865147,-6.449364013069451,5635000,95.87364423510793,Low,High,56.406406406406404,Critical,Poor
4/28/2027,13.79397,59.00834,45.26734,12.19555,-18.58286,42.97396,1000,34.76984,-84.03099,27,9777,613.7949,77,6.28,39.77,438.88,5.7954581077933405,1.680988817134069,11.824774028207187,9777000,90.51994854921834,Critical,Critical,97.86786786786786,Critical,Critical
4/29/2027,9.391288,257.6719,62.85738,6.717858,-19.41707,32.85279,1000,34.76984,-84.03099,27,9777,604.9704,38,3.23,34.43,301.79,2.7378707643829996,1.2071346685667386,-9.174734091300431,9777000,94.86200641769007,Low,Moderate,97.86786786786786,Critical,Poor
4/30/2027,18.58228,270.6498,56.45045,15.08634,-19.06809,49.24078,1000,34.76984,-84.03099,27,6905,511.9327,96,2.04,37.44,395.33,7.524107771724002,2.001964102934948,-18.581084970851887,6905000,97.65362776328989,Low,Critical,69.11911911911912,Critical,Good
5/1/2027,18.31749,75.90935,45.0028,17.59885,-13.56548,48.76317,1000,34.76984,-84.03099,27,6905,730.3943,45,8.01,16.48,372.86,4.425241824217525,1.2333199393447323,17.766348918641594,6905000,90.61473423446826,Critical,Moderate,69.11911911911912,Critical,Critical
5/2/2027,12.5296,71.35972,58.06987,16.2987,-15.2529,47.85029,1000,34.76984,-84.03099,27,8632,413.4618,57,3.03,139.52,497.9,6.124452584323237,1.5449943429128492,11.872346569211633,8632000,91.00923238328382,Critical,Critical,86.4064064064064,Critical,Critical
5/3/2027,13.49495,140.0004,62.46936,13.4431,-15.7956,42.68181,1000,34.76984,-84.03099,27,8632,296.4395,98,6.5,30.06,162.38,6.258828009612937,1.719785626174016,8.674314482147523,8632000,91.59640141571829,Critical,Critical,86.4064064064064,Critical,Critical
5/4/2027,16.47042,129.8001,50.87561,3.990693,-19.72516,27.70655,1000,34.76984,-84.03099,27,8632,471.1759,42,2.55,30.48,239.55,5.47029739700332,1.4292514430684782,12.653933911856793,8632000,90.88763778470809,Critical,High,86.4064064064064,Critical,Critical
5/5/2027,3.257239,155.1016,39.6777,15.04158,-19.8155,49.89865,1000,34.76984,-84.03099,27,6662,732.0303,83,4.4,114.59,239.24,5.006732554791244,1.7883151366008425,1.3713317670992764,6662000,93.8244391055999,High,Critical,66.6866866866867,Critical,Critical
5/6/2027,18.82837,43.10027,28.18009,15.77081,-17.47953,49.02116,1000,34.76984,-84.03099,27,6662,433.0163,29,3.84,164.82,480.78,2.508798158621462,0.8930980501323349,12.86499620683417,6662000,91.79427134359346,Critical,Low,66.6866866866867,Critical,Critical
5/7/2027,11.70362,48.69394,58.15392,13.98975,-15.80435,43.78384,1000,34.76984,-84.03099,27,7049,392.9682,17,0.71,144.88,234.3,2.8787597960048394,1.1521783266441348,8.791692901804906,7049000,92.37640792164578,Critical,Moderate,70.56056056056056,Critical,Critical
5/8/2027,16.66655,149.432,34.72303,6.686998,-19.77816,33.15215,1000,34.76984,-84.03099,27,7049,657.9807,2,1.22,160.67,362.26,1.8822864968273234,0.6313240825963549,8.475950790378503,7049000,92.5958126171454,Critical,Low,70.56056056056056,Critical,Critical
5/9/2027,0.8596134,97.56441,74.63775,15.25976,-15.67484,46.19435,1000,34.76984,-84.03099,27,7726,564.6378,21,3.81,78.1,158.39,2.8471211519717636,1.382979757601983,0.8521326158937129,7726000,93.62427954954066,High,High,77.33733733733735,Critical,Critical
5/10/2027,2.040491,97.30456,39.64131,10.46307,-19.88781,40.81395,1000,34.76984,-84.03099,27,7726,900.9739,71,0.42,103.42,270.56,6.341529482923382,1.5977967669079995,2.0239310417864624,7726000,93.3254747615703,High,Critical,77.33733733733735,Critical,Critical
5/11/2027,13.1365,207.4068,49.34135,15.34442,-17.76393,48.45277,1000,34.76984,-84.03099,27,7726,406.2284,75,0.83,56.48,125.07,5.004983426951953,1.59373647709699,-6.0467985976356635,7726000,94.94083877639804,Low,Critical,77.33733733733735,Critical,Poor
5/12/2027,18.25229,41.93932,56.89468,12.03965,-14.02134,38.10064,1000,34.76984,-84.03099,27,5373,425.8202,15,7.62,35.67,94.82,2.597623986639224,1.1246962599338852,12.198793759709043,5373000,92.37363237007803,Critical,Moderate,53.783783783783775,Critical,Critical
5/13/2027,0.6463695,170.7708,42.6762,13.58784,-19.77005,46.94574,1000,34.76984,-84.03099,27,5373,655.1712,39,7.83,69.7,97.35,2.9728798797753027,1.1574232176654566,0.10366748568638626,5373000,94.78283953756309,High,Moderate,53.783783783783775,Critical,Poor
5/14/2027,4.139452,41.30379,56.9283,16.54642,-14.87256,47.9654,1000,34.76984,-84.03099,27,2122,345.4778,79,1.08,125.91,150.27,4.4184044706555605,1.8648665933356292,2.7322509268943325,2122000,95.34528983662044,High,Critical,21.24124124124124,Critical,Poor
5/15/2027,17.68053,153.9632,63.23945,13.41667,-18.58445,45.41778,1000,34.76984,-84.03099,27,2122,484.688,18,8.12,81.74,183.95,3.747355110048186,1.093599595009963,7.760839202177662,2122000,94.57095228106148,Critical,Moderate,21.24124124124124,Critical,Critical
5/16/2027,12.41573,48.73947,52.50754,8.602798,-16.80676,34.01236,1000,34.76984,-84.03099,27,5592,634.8901,73,0.14,147.77,178.26,5.353152582331221,1.4720825692686723,9.333135398530086,5592000,92.75494814951338,Critical,High,55.97597597597598,Critical,Critical
5/17/2027,10.99641,351.5974,51.51484,16.10682,-17.21951,49.43315,1000,34.76984,-84.03099,27,5592,675.1503,90,6.41,8.74,202.85,7.184204295204345,1.6942346441259755,-1.6068825225975718,5592000,94.87630611128172,Moderate,Critical,55.97597597597598,Critical,Poor
5/18/2027,9.428195,331.8658,40.80549,12.82848,-19.82006,45.47703,1000,34.76984,-84.03099,27,5592,716.3524,49,5.88,33.15,187.31,2.8755894456203834,1.179750479598711,-4.4457554298921895,5592000,95.59842594209883,Moderate,Moderate,55.97597597597598,Critical,Poor
5/19/2027,19.01229,68.21063,58.91722,15.51477,-16.97803,48.00757,1000,34.76984,-84.03099,27,4432,280.9856,93,0.35,151.08,88.84,4.398170912307255,1.4311043245318273,17.65395143153404,4432000,91.56707841633364,Critical,High,44.36436436436437,Critical,Critical
5/20/2027,15.21562,64.2532,59.8548,14.38645,-17.12925,45.90214,1000,34.76984,-84.03099,27,4432,493.4809,55,7.65,4.83,297.3,4.789348476199233,1.2664384999728926,13.705051314638514,4432000,92.40625818708043,Critical,Moderate,44.36436436436437,Critical,Critical
5/21/2027,18.61929,30.1437,63.19421,13.50818,-17.12543,44.14179,1000,34.76984,-84.03099,27,3881,838.8749,88,1.15,97.32,134.35,8.599958297142155,2.1738687183055254,9.350057236092045,3881000,93.22542793728994,Critical,Critical,38.848848848848846,Critical,Critical
